X,Y,label
0.24819696,0.1922529,7
0.6379142,0.75277394,3
0.23688313,0.3129869,2
0.37125906,0.33385667,9
0.19486953,0.36317864,7
0.40273026,0.0532835,7
0.7645549,0.26158702,6
0.4082781,0.8723818,2
0.18773898,0.19638543,7
0.4915907,0.54288125,8
0.5782688,0.15972865,4
0.24525155,0.3254671,7
0.6301594,0.69691056,3
0.80930865,0.22766979,6
0.121006034,0.66162175,1
0.5739512,0.7385032,3
0.7593757,0.29159123,6
0.41099182,0.3609468,9
0.6002092,0.7349186,3
0.020696796,0.4680791,1
0.4703342,0.23640169,4
0.023965228,0.4333231,1
0.06785291,0.6448296,7
0.70944166,0.28895065,6
0.4865563,0.041591372,9
0.8461046,0.21772301,6
0.90120703,0.51682913,0
0.6158692,0.5323416,5
0.58438617,0.12103256,4
0.57781017,0.07305074,9
0.4954179,0.059705444,9
0.47801965,0.92369926,2
0.17114122,0.6752064,1
0.41204673,0.08620234,9
0.5300301,0.23051116,4
0.40498188,0.65354586,8
0.22943123,0.5968781,7
0.5214443,0.70615256,3
0.44869265,0.10537909,9
0.2771023,0.2673126,7
0.42287433,0.20722565,4
0.5112389,0.2185746,4
0.6037451,0.13260655,4
0.4126625,0.21638235,9
0.25776634,0.3936922,2
0.64128476,0.54378533,5
0.5020589,0.34948945,4
0.22240523,0.16704609,7
0.7582783,0.30029002,6
0.29916164,0.18246028,7
0.47286797,0.12628365,9
0.97453475,0.50549567,0
0.61765414,0.43400097,5
0.46244153,0.550355,8
0.61340475,0.46763122,5
0.77748024,0.3142176,6
0.76530147,0.3773188,6
0.66707915,0.5575706,5
0.29182664,0.2725925,7
0.39838412,0.568699,8
0.06975584,0.5648736,1
0.8308834,0.5111634,0
0.15135275,0.68988305,1
0.8386859,0.23246033,6
0.48779747,0.3408559,4
0.7120937,0.3071822,6
0.17043442,0.1702375,7
0.5725572,0.67056257,3
0.19285962,0.5722032,1
0.24864124,0.36384282,7
0.059753697,0.44280496,1
0.4227337,0.49970973,8
0.39433324,0.94991714,2
0.83806187,0.52117825,0
0.23061952,0.6443204,2
0.48644716,0.067370005,9
0.54886454,0.14161257,9
0.5835078,0.4127057,5
0.6359777,0.56568986,5
0.10892135,0.5025003,1
0.6261624,0.46554482,5
0.8109712,0.22368887,6
0.8245982,0.5090827,0
0.69764274,0.72234976,3
0.44544715,0.20359671,4
0.5039777,0.21217752,4
0.7792381,0.39147803,6
0.62867945,0.5211344,5
0.59443927,0.13493551,4
0.8198403,0.20643747,6
0.68367344,0.62217647,5
0.5443882,0.22383119,4
0.5156951,0.43888196,5
0.06318669,0.474964,1
0.4833327,0.17606345,4
0.4837869,0.15113603,4
0.20814252,0.4234094,7
0.29033253,0.8047234,2
0.68777525,0.6631475,3
0.38773096,0.86347556,2
0.23005737,0.54201293,7
0.18532965,0.5387992,1
0.44977447,0.5912167,8
0.1019296,0.552181,1
0.4161444,0.6218871,8
0.1032005,0.5240317,1
0.4972854,0.6145702,8
0.5714849,0.50511193,5
0.9468944,0.5580377,0
0.43893537,0.6698373,8
0.41823336,0.22052884,9
0.32599726,0.7580299,2
0.6441905,0.6025377,5
0.89649206,0.5841792,0
0.033764835,0.4325948,1
0.119302414,0.68653625,1
0.023151435,0.4341615,1
0.8527995,0.6354413,0
0.43151993,0.069539785,9
0.8799868,0.5065717,0
0.08503226,0.4327645,3
0.048057344,0.57193506,1
0.73114806,0.36525753,6
0.5171191,0.21967858,4
0.37360802,0.8619418,2
0.62523735,0.8260985,3
0.86897755,0.26137155,6
0.15919782,0.6646156,1
0.106229305,0.48926017,1
0.14605099,0.62011725,1
0.6413481,0.69915706,3
0.32575402,0.19621892,9
0.6634895,0.6159653,5
0.37932166,0.8362452,2
0.4304909,0.042384442,9
0.59875304,0.156135,4
0.5815737,0.39490834,5
0.43775982,0.03715922,9
0.51855433,0.7180996,3
0.40970117,0.12214291,9
0.81838155,0.5509893,0
0.58032453,0.77408135,3
0.6917933,0.40718985,6
0.57622606,0.402709,5
0.5939289,0.47526127,5
0.18968548,0.2018509,7
0.48536894,0.8793358,2
0.48140562,0.85102004,2
0.22286588,0.3620624,7
0.16775212,0.6472428,1
0.37683114,0.71723187,2
0.46155897,0.565653,8
0.54466677,0.23615542,4
0.19317524,0.65085644,1
0.24746244,0.270501,7
0.69400257,0.46281645,3
0.50800735,0.73655444,3
0.5040759,0.6056113,8
0.44606397,0.49071965,8
0.26608852,0.26036283,7
0.5000741,0.052186135,9
0.4222707,0.8145311,2
0.41781843,0.838508,2
0.52581346,0.16543551,4
0.09664883,0.49915463,1
0.6490412,0.5693601,5
0.5991784,0.59081477,9
0.34739253,0.45904964,8
0.23386015,0.16869548,7
0.3014463,0.6684516,2
0.4479728,0.43295172,3
0.95558935,0.5022885,0
0.6054002,0.3119508,4
0.5894752,0.17611404,4
0.31705526,0.7225554,2
0.5041083,0.1530559,4
0.07179291,0.43775943,1
0.4374456,0.11167047,9
0.60042363,0.55576456,5
0.21463145,0.22365588,7
0.26565495,0.2497176,7
0.317943,0.7338554,2
0.4751744,0.6470101,8
0.45306617,0.87846076,2
0.88663054,0.46010426,6
0.3597679,0.49895072,8
0.5420773,0.4796904,5
0.1722903,0.18973471,7
0.24308254,0.25712296,7
0.38056242,0.06232557,9
0.05476081,0.5132393,1
0.57338613,0.6161767,8
0.059772246,0.54215276,1
0.64928293,0.5533894,8
0.9751016,0.57797146,0
0.59990805,0.6648468,3
0.81812996,0.53831667,0
0.09479735,0.49687025,1
0.3812528,0.16478306,9
0.48724917,0.03694694,9
0.564763,0.1834885,4
0.18468429,0.5840028,1
0.4528339,0.5571607,8
0.45297807,0.8565358,2
0.10536717,0.4996463,1
0.3007246,0.7839257,2
0.40020558,0.24112384,9
0.2671667,0.26286423,7
0.5858706,0.39842784,5
0.54569477,0.06497434,9
0.42532882,0.81733805,2
0.6993268,0.33301204,6
0.6217957,0.10383934,4
0.09268877,0.618494,1
0.52725345,0.6224717,5
0.51968884,0.54914933,8
0.28860167,0.7908494,2
0.46863955,0.093349665,9
0.42738938,0.8019885,2
0.8469517,0.4874576,0
0.5387155,0.11985094,4
0.9376816,0.5851577,0
0.97200096,0.5761329,0
0.30593288,0.8020945,2
0.41490847,0.60906637,8
0.21513355,0.6098223,4
0.282224,0.25922328,7
0.06140308,0.48218754,1
0.24345931,0.535228,2
0.4561023,0.23330991,4
0.9694709,0.5211145,0
0.31042588,0.72426623,2
0.27415788,0.2710521,7
0.48200026,0.26027364,4
0.65588695,0.71112233,3
0.6629244,0.7318751,3
0.95303917,0.46903476,0
0.83284366,0.5328232,0
0.6933923,0.6862231,3
0.055419877,0.5059688,1
0.37392825,0.1652003,9
0.69570655,0.3962535,6
0.5147471,0.41553974,5
0.7690503,0.72246575,2
0.68962914,0.6299712,5
0.13563786,0.44639668,9
0.28474492,0.4038814,2
0.41968957,0.057565197,9
0.51052946,0.7397099,3
0.7420271,0.589998,0
0.5026413,0.3498744,4
0.2739179,0.7634577,2
0.8736666,0.5513413,0
0.25069755,0.19461268,7
0.067682885,0.546685,1
0.10474154,0.5184686,1
0.33228996,0.71107066,2
0.10333619,0.55754894,1
0.5742887,0.53145146,5
0.5630017,0.7378639,3
0.5083701,0.72821987,3
0.46764082,0.057994287,9
0.20427841,0.22943206,7
0.6847146,0.64413506,8
0.71050465,0.29279217,6
0.6920029,0.46155575,5
0.7316087,0.20724104,6
0.09240618,0.5406155,1
0.6910943,0.7908627,3
0.49947697,0.5944068,8
0.06508931,0.5356142,1
0.7900184,0.5042152,0
0.62387544,0.4381865,5
0.16815136,0.5969939,1
0.4497954,0.16284606,3
0.020137796,0.4494187,1
0.6509226,0.54380506,5
0.7266477,0.6420316,5
0.84067863,0.30523536,6
0.20039557,0.77965945,1
0.33034587,0.5544314,8
0.61099625,0.5120719,5
0.13200805,0.52411044,1
0.24384989,0.12555613,7
0.41131043,0.1387227,9
0.62139046,0.10803702,4
0.83080095,0.2144384,6
0.21521574,0.32046193,2
0.2955935,0.7137121,2
0.6458608,0.5200417,5
0.7954903,0.49373025,0
0.7854213,0.22533417,6
0.6010794,0.65861464,5
0.72284645,0.27839315,6
0.5648661,0.7376003,3
0.20233515,0.18065442,7
0.28387526,0.74388075,2
0.9674367,0.49787518,0
0.44967842,0.53248674,8
0.4390698,0.54800785,8
0.61820334,0.4425141,5
0.4532366,0.14478852,4
0.19399709,0.55356216,1
0.12649214,0.5432772,1
0.5517746,0.18074544,4
0.97066265,0.5220299,0
0.18269631,0.1577182,3
0.6154287,0.69747114,3
0.21757694,0.2381614,7
0.8184397,0.32134855,6
0.13035098,0.550475,1
0.7390759,0.30954072,6
0.2916794,0.678571,2
0.20012483,0.70879257,1
0.32349804,0.18793574,9
0.4805045,0.85173154,2
0.4139418,0.5118696,8
0.7604291,0.28977838,6
0.19458418,0.5533806,1
0.41625506,0.22952077,9
0.67511207,0.55948883,5
0.43066227,0.8472866,2
0.64915377,0.5694932,5
0.5788107,0.111365266,4
0.60512644,0.18359955,4
0.46117926,0.9307436,2
0.4108506,0.6052087,8
0.70442426,0.69330585,3
0.42822328,0.49192053,8
0.25349036,0.80924374,2
0.5983742,0.090590015,4
0.6629249,0.645441,5
0.88352615,0.48953465,0
0.6906379,0.7406024,3
0.07288222,0.49611828,1
0.17078352,0.18670413,7
0.26606908,0.2843585,7
0.5798873,0.7225157,5
0.15162463,0.22454299,7
0.45063013,0.092428595,9
0.1734168,0.21870469,7
0.09399263,0.56079364,1
0.4248306,0.17871937,9
0.4223325,0.8792437,2
0.10528151,0.4977664,1
0.4885478,0.3504104,4
0.39957523,0.88196427,2
0.42070416,0.08797185,9
0.42431647,0.81687766,2
0.9094988,0.51035845,0
0.5349277,0.15696403,4
0.3260354,0.25463027,9
0.0878708,0.4939803,1
0.474484,0.2860743,4
0.47896734,0.5357717,8
0.16230531,0.592882,1
0.48177007,0.543495,8
0.4710434,0.1520789,4
0.54383826,0.39112002,5
0.45681596,0.120115094,9
0.36880994,0.6238891,8
0.40971458,0.46428522,8
0.58659154,0.69707775,3
0.2053704,0.26399747,7
0.71368444,0.3531029,6
0.9613954,0.48183647,0
0.8373124,0.52528125,0
0.6149088,0.687936,3
0.7501567,0.5275074,0
0.31468993,0.47540265,2
0.9195431,0.6575271,6
0.82420594,0.3471981,6
0.4249865,0.33919102,4
0.368822,0.54789823,9
0.6220267,0.66713613,3
0.6005133,0.7344989,3
0.5495466,0.7848342,3
0.3059107,0.71678954,2
0.7089649,0.7719832,3
0.50159705,0.055764556,9
0.1236353,0.6285561,1
0.3364187,0.6790387,2
0.7154692,0.37220353,6
0.43977776,0.5349938,8
0.8717511,0.5006975,0
0.59153116,0.3754872,5
0.83665293,0.1991853,6
0.86062914,0.29797733,6
0.83838475,0.2656992,6
0.23545834,0.39399013,3
0.43684813,0.5801065,8
0.32227528,0.5499766,8
0.28681684,0.6898702,2
0.2610611,0.42504567,7
0.6454559,0.5394179,5
0.4319918,0.6110345,8
0.3506651,0.20531607,9
0.8513345,0.23380192,6
0.08770593,0.44437557,1
0.43681252,0.5863912,8
0.62418693,0.1056397,4
0.16315292,0.55210716,1
0.2716178,0.80956525,2
0.6960542,0.3065204,5
0.5993197,0.5908791,9
0.16519836,0.6528333,1
0.4376254,0.07983888,9
0.17606418,0.16442886,7
0.56841594,0.39099473,5
0.49052212,0.17093691,4
0.81091213,0.5558681,0
0.4340996,0.5025029,8
0.36390388,0.11800965,9
0.30640236,0.23756775,9
0.14446746,0.6076996,1
0.9239745,0.67418027,0
0.59387964,0.5053437,5
0.28279257,0.8251831,2
0.70377994,0.7709154,3
0.19054866,0.30403188,7
0.775223,0.53453827,8
0.47416973,0.06582127,9
0.307893,0.21579576,4
0.7751629,0.508982,0
0.6884796,0.34846398,6
0.6009479,0.6883556,3
0.52431715,0.038308617,9
0.5260253,0.46543837,5
0.46105832,0.86628115,2
0.12804061,0.52545565,1
0.53530824,0.7537078,3
0.17594352,0.658028,1
0.50401694,0.70094734,3
0.7020144,0.3756272,6
0.5983747,0.5336105,5
0.22826467,0.3948232,7
0.4024191,0.3489112,4
0.31199056,0.71809614,2
0.43704152,0.8056981,2
0.8808826,0.22809121,6
0.48351717,0.6930916,3
0.43511763,0.8893566,2
0.77811635,0.24891613,6
0.6314973,0.41743556,5
0.46984965,0.20807126,4
0.32039103,0.5868987,8
0.44533062,0.14409491,9
0.1715242,0.17256773,7
0.20294186,0.8168137,1
0.6942399,0.69166017,3
0.9087395,0.5128864,0
0.6206656,0.6789659,3
0.5748989,0.59145194,8
0.56769913,0.6462416,3
0.062400334,0.516521,1
0.47199702,0.12895148,9
0.64078254,0.7269279,3
0.5449913,0.2233295,4
0.56556386,0.12386512,4
0.7372334,0.29351243,6
0.6164165,0.16748591,4
0.29283425,0.69475394,2
0.18676618,0.6017542,1
0.32911208,0.5708297,8
0.42987546,0.9035218,2
0.6057859,0.53207475,5
0.5759177,0.13653202,4
0.21245338,0.63998705,8
0.5120957,0.56067187,8
0.5650638,0.13640867,4
0.80978006,0.58271015,0
0.943464,0.5043155,0
0.28410774,0.82390934,2
0.53501743,0.71691453,3
0.4693221,0.9265499,2
0.27989018,0.29499942,7
0.1182994,0.46964192,7
0.7963951,0.52867573,0
0.5058257,0.6200811,8
0.22442615,0.32691914,7
0.4805067,0.3063467,4
0.60803425,0.12885599,4
0.27098656,0.23657167,7
0.4066925,0.17107876,9
0.8981274,0.2441457,6
0.354642,0.22495088,9
0.9726818,0.57166326,0
0.5062083,0.07046023,9
0.40999624,0.5672036,8
0.83916694,0.49694857,0
0.31821525,0.2018752,4
0.6858681,0.3547661,6
0.83971685,0.4953115,0
0.727492,0.2598927,6
0.58940536,0.6618146,3
0.61632234,0.5409359,5
0.450936,0.1961585,4
0.46237054,0.5294591,8
0.6928956,0.72804517,3
0.6333562,0.7862825,3
0.39648688,0.11795844,9
0.58524156,0.7635917,3
0.500208,0.68184114,3
0.31295663,0.46872103,3
0.22690336,0.3422792,7
0.3841695,0.53706276,8
0.97694075,0.59100807,0
0.48267087,0.6934664,8
0.28846616,0.30031562,2
0.033822786,0.48339874,1
0.200838,0.18420418,7
0.90268195,0.522102,0
0.797732,0.20593175,6
0.654789,0.6259941,5
0.49176335,0.1536544,4
0.6987879,0.77428013,3
0.66989654,0.7307369,8
0.8807621,0.53118086,0
0.31841263,0.26764607,9
0.73130894,0.29467556,6
0.67854136,0.7055173,3
0.417066,0.52516186,8
0.9319474,0.6776754,0
0.3207937,0.19820268,9
0.4670057,0.057710495,9
0.7619574,0.27984455,6
0.3351881,0.53375447,8
0.8883557,0.23508936,6
0.41924793,0.52301484,8
0.62231576,0.42288435,5
0.27999288,0.41418958,7
0.44590065,0.65505266,8
0.78173506,0.22253719,6
0.96483594,0.5107212,0
0.3482037,0.69235945,2
0.60317576,0.31049997,4
0.92235,0.48737845,0
0.43461695,0.8032048,2
0.34710613,0.6177222,2
0.5198306,0.71611434,3
0.17908947,0.79706526,1
0.4069003,0.09153355,9
0.28011525,0.27541572,7
0.5979259,0.5070367,5
0.0074282233,0.45648307,1
0.88878703,0.51742345,0
0.3884642,0.59289515,8
0.56284153,0.20440252,4
0.74882954,0.34535787,6
0.3500376,0.7167094,2
0.8193328,0.29358953,6
0.21903208,0.35520518,7
0.4819435,0.18865559,9
0.44893578,0.03986136,3
0.45334715,0.91798705,2
0.48654935,0.07412217,9
0.4562901,0.5799815,8
0.45006722,0.86575955,2
0.38004494,0.87996596,2
0.4900651,0.03217807,9
0.26582173,0.78429264,2
0.16167407,0.20550531,7
0.70446986,0.6841494,3
0.57441527,0.39299217,5
0.39670596,0.21046391,9
0.025547098,0.45991832,1
0.43722522,0.64050305,8
0.9238203,0.6667443,0
0.31357133,0.70596015,2
0.85337764,0.52707285,0
0.6890882,0.5206859,5
0.22701548,0.5631258,2
0.041927464,0.48920673,1
0.5907792,0.70001626,3
0.20408106,0.18219657,7
0.70191836,0.364994,6
0.13964497,0.21987677,7
0.076665625,0.52123624,1
0.29473326,0.69533634,2
0.7189463,0.6344407,5
0.4593381,0.63144284,8
0.95446634,0.5281247,0
0.6097255,0.6823278,3
0.13661876,0.2945896,7
0.27601683,0.23268338,2
0.5303185,0.22417776,4
0.7590579,0.52363855,0
0.45711583,0.04881875,9
0.081717215,0.5289153,1
0.32283428,0.5099439,8
0.88899994,0.2196345,6
0.24819452,0.28006205,7
0.229919,0.54221237,7
0.5032013,0.13451336,4
0.52513355,0.6849379,3
0.41751257,0.34584638,4
0.5707865,0.056557227,9
0.12850103,0.5879099,1
0.36630312,0.37779447,9
0.63173026,0.7200716,5
0.094217405,0.53098655,1
0.21452886,0.37675887,7
0.71023494,0.71506786,3
0.47647414,0.07109141,9
0.26565036,0.25421882,7
0.8304752,0.2541019,6
0.4818812,0.03446749,9
0.10631212,0.5045278,1
0.64090747,0.7356951,3
0.43466032,0.7746633,7
0.31973,0.47821602,8
0.6126914,0.7405664,3
0.56404346,0.680255,3
0.7073702,0.3584294,6
0.27456486,0.20058791,7
0.39177296,0.88040465,2
0.6275252,0.22552171,8
0.5886372,0.3984467,5
0.3833231,0.6151163,8
0.5469862,0.41897455,5
0.13085352,0.6046713,1
0.08605744,0.4779699,1
0.54924774,0.18184143,4
0.59361994,0.22353566,4
0.5333346,0.68459255,3
0.031646956,0.44779566,1
0.887987,0.60592175,0
0.24838164,0.30430374,7
0.21323636,0.18155663,7
0.88137203,0.62297314,0
0.21833757,0.20558554,7
0.41443697,0.08025521,9
0.40851378,0.1802012,4
0.52633375,0.18281987,4
0.39740887,0.5722317,8
0.570144,0.43044975,5
0.6889858,0.5582192,5
0.48948506,0.11328283,4
0.94661134,0.5201065,0
0.68764335,0.64442116,8
0.37578684,0.74325526,2
0.16506712,0.57848394,1
0.93347067,0.6818727,0
0.4485241,0.55684835,8
0.61885613,0.11918378,4
0.69288206,0.6355352,5
0.9660528,0.5408064,0
0.58865035,0.12432645,4
0.8103997,0.5494235,0
0.750129,0.24396223,6
0.1326053,0.5849883,1
0.5881721,0.567166,7
0.52711827,0.6634024,3
0.36252397,0.69131964,2
0.73800075,0.37999013,6
0.15865354,0.18549415,7
0.46635488,0.86595255,2
0.883208,0.24975044,6
0.43874103,0.06360782,9
0.6333934,0.7328406,3
0.06238241,0.479018,1
0.5949096,0.101676896,4
0.8514311,0.25182334,6
0.36560512,0.70128584,2
0.7008827,0.57731134,5
0.40583116,0.0689758,4
0.35454282,0.68232805,2
0.9287771,0.5989375,0
0.7108893,0.33826253,6
0.4863799,0.9249038,2
0.13181412,0.6693237,1
0.22891618,0.2053615,7
0.56037253,0.6675004,3
0.4929233,0.111646995,4
0.20308147,0.5655606,1
0.89868385,0.51433426,0
0.64024603,0.60664284,5
0.5410943,0.22341533,4
0.6092815,0.7541429,3
0.13070863,0.5861878,1
0.066300794,0.44511825,1
0.25810927,0.25141588,7
0.51600397,0.21972717,4
0.37780118,0.18180943,9
0.3302416,0.26973793,9
0.39026713,0.31706235,4
0.42103523,0.46821883,8
0.5909314,0.10515867,4
0.97597533,0.57435477,0
0.47804356,0.8597766,2
0.52095807,0.2124766,4
0.65897334,0.5507174,5
0.19360144,0.67031187,1
0.091725856,0.55812925,1
0.71490234,0.35092175,6
0.5905469,0.20289594,4
0.19023384,0.20236078,7
0.087372646,0.510733,1
0.43835837,0.0952703,9
0.4636837,0.14600725,4
0.33127627,0.73815715,2
0.5814143,0.0961375,4
0.026289068,0.46965188,1
0.6555858,0.56361437,5
0.5907513,0.41269252,5
0.7089658,0.7069002,3
0.5239474,0.626192,8
0.6938589,0.69452435,3
0.12086469,0.5025725,1
0.5808807,0.09721668,4
0.6623195,0.61483467,5
0.7328251,0.25533804,6
0.5021076,0.54570466,8
0.40296888,0.13478526,9
0.53607655,0.09911841,4
0.07348676,0.574342,1
0.62540275,0.26811898,5
0.5989236,0.6952766,3
0.48298952,0.56136036,8
0.8251137,0.60436285,0
0.6400934,0.7246015,3
0.43164262,0.90366143,2
0.21650152,0.48899126,5
0.038043372,0.451179,1
0.39616632,0.8251262,2
0.6830572,0.60426974,8
0.67339987,0.6993995,3
0.5814889,0.20533346,4
0.63857883,0.15380989,4
0.9977784,0.59900475,0
0.3738555,0.56109667,8
0.4945057,0.58486164,8
0.6548489,0.75067157,3
0.691749,0.7369581,3
0.18382044,0.5378165,1
0.1710381,0.2657869,7
0.58285946,0.7695711,3
0.6703688,0.55960965,5
0.41043827,0.28346926,9
0.7188962,0.32254577,6
0.64649856,0.7663032,3
0.34150147,0.7034646,2
0.85247517,0.2501684,6
0.047803037,0.5204742,1
0.6842615,0.77801734,3
0.81215495,0.34268418,6
0.91027194,0.50824034,0
0.147635,0.2540402,7
0.37780386,0.93040305,2
0.19152819,0.6043822,1
0.20093259,0.19391614,7
0.105284356,0.54825556,1
0.4743177,0.34621423,4
0.36976188,0.71854836,2
0.47340032,0.3946167,4
0.43817416,0.87556803,2
0.101936094,0.56941473,1
0.25454384,0.18614995,7
0.3435864,0.21082914,9
0.6962828,0.336309,6
0.14372773,0.61258894,1
0.19510752,0.6457478,1
0.33567363,0.6843376,2
0.5494564,0.124613896,4
0.5522938,0.625223,8
0.123642795,0.6819353,1
0.15731606,0.17490095,7
0.27077973,0.29764667,7
0.5836737,0.11220517,4
0.6513202,0.68804306,8
0.9159615,0.57598865,0
0.25942883,0.39477676,7
0.58001035,0.68042326,3
0.1683412,0.6699934,1
0.7065033,0.7711362,3
0.18232584,0.5810275,1
0.7941002,0.4852402,0
0.20155406,0.20959722,7
0.24785295,0.42152414,7
0.8979514,0.512752,0
0.57623327,0.68860024,3
0.55946296,0.40086308,5
0.6606182,0.47230735,5
0.41047004,0.89777035,2
0.25245968,0.20162706,7
0.8440883,0.26768315,6
0.8129156,0.24456166,6
0.44026303,0.07886956,9
0.44561923,0.9146573,2
0.5545537,0.58114845,8
0.64351696,0.734808,3
0.6270529,0.57240045,5
0.32422334,0.6952611,2
0.4247893,0.86710376,2
0.61748266,0.5348818,5
0.7019786,0.37438652,6
0.90700245,0.60460764,0
0.46524996,0.5326405,8
0.39965427,0.86048806,2
0.3678871,0.33380237,9
0.41721165,0.9033381,2
0.57893366,0.58015746,8
0.39978716,0.7115957,8
0.6050562,0.6173519,8
0.4244977,0.6120473,8
0.22687875,0.38104448,7
0.43449667,0.056779955,4
0.27287236,0.29431078,9
0.65988725,0.69069844,3
0.83479524,0.49751863,0
0.7339061,0.23668559,6
0.8480561,0.2756204,6
0.49925226,0.71876824,3
0.37889832,0.83783674,2
0.105683334,0.5366562,1
0.6394101,0.7426497,3
0.29871672,0.7816346,2
0.46214685,0.8517279,2
0.5000051,0.051616997,9
0.60840935,0.7194035,3
0.81657416,0.49530807,0
0.88038063,0.6615294,0
0.65784025,0.5298272,5
0.11585831,0.61537343,7
0.47499403,0.6105546,8
0.112066895,0.5104711,1
0.6099188,0.1048151,4
0.47508422,0.17047831,4
0.81921846,0.25965285,6
0.9344973,0.49321124,0
0.46204525,0.85692674,2
0.36368543,0.1177871,9
0.1583161,0.6460784,1
0.4981632,0.267754,4
0.15592453,0.15397808,7
0.58117086,0.21269809,4
0.26273164,0.30744228,7
0.5862044,0.74926424,3
0.54976296,0.067287415,9
0.3253105,0.5647837,8
0.47684976,0.64275664,8
0.6424853,0.12259082,4
0.2135787,0.20858017,7
0.1071614,0.49083883,1
0.2462199,0.6227205,2
0.13284433,0.57059246,1
0.43224004,0.850549,2
0.3704583,0.70898825,2
0.5979253,0.700691,3
0.24641104,0.40447882,2
0.5646231,0.7254507,3
0.49222842,0.8947759,2
0.65031236,0.76233006,3
0.49088454,0.06891981,9
0.14073996,0.57282394,1
0.22286512,0.5913133,7
0.48455524,0.14746188,4
0.9668976,0.508365,0
0.6883352,0.77487755,3
0.62753534,0.5723668,5
0.5485306,0.3898584,5
0.52109134,0.6034729,8
0.890855,0.24465449,6
0.65254825,0.59837335,3
0.8514106,0.47401762,2
0.8117494,0.34816557,6
0.20730302,0.22906466,7
0.798225,0.2462804,6
0.6983982,0.4031243,6
0.4666833,0.4676839,3
0.30360958,0.76416594,2
0.24342647,0.21755345,7
0.444446,0.12300892,8
0.10228508,0.4977064,1
0.07032636,0.4767944,1
0.26489988,0.42150006,7
0.47849163,0.17822093,5
0.8510482,0.22564793,6
0.45526057,0.2536574,4
0.41323033,0.06404469,9
0.6899973,0.5222984,5
0.00046845013,0.43146122,1
0.6438864,0.6258692,3
0.7047909,0.735852,3
0.3805627,0.06506235,4
0.32335466,0.40228993,7
0.36104488,0.5651574,8
0.40055302,0.14593282,9
0.14037004,0.58058274,1
0.1593622,0.6436734,1
0.79905814,0.447779,6
0.3195545,0.26788417,9
0.18888524,0.56881535,1
0.47575858,0.157321,4
0.59396595,0.22433469,4
0.6590829,0.52695894,5
0.5642756,0.13609159,4
0.93337095,0.56131226,0
0.867261,0.22390884,6
0.34339747,0.73916626,2
0.45267385,0.82851464,2
0.52477634,0.6629925,3
0.13824993,0.68682075,1
0.60542333,0.5440679,5
0.052050665,0.46169984,1
0.43065315,0.8238076,2
0.89659834,0.5358381,0
0.4676071,0.69455266,3
0.32264543,0.5637945,8
0.11909714,0.50209504,1
0.36320782,0.72896177,2
0.73125285,0.35538602,6
0.23761758,0.2003645,7
0.06358754,0.4400644,1
0.8122334,0.24604537,6
0.49300268,0.7803093,2
0.49738148,0.6738429,3
0.4152002,0.13336295,9
0.7797187,0.49797556,0
0.011663844,0.45086133,1
0.45376736,0.9340948,2
0.30613932,0.79496855,2
0.889509,0.59579015,0
0.34687373,0.4190718,8
0.4938187,0.08158984,9
0.32905406,0.3180518,9
0.8230687,0.51033497,0
0.35769275,0.72738546,2
0.62738967,0.61106455,5
